"V1" "V2" "V3"
"11349" "Tm6sf2" "Tm6sf2" "Tm6sf2"
"11350" "Elovl2" "Elovl2" "Elovl2"
"11351" "Tmem126a" "Tmem126a" "Tmem126a"
"11352" "Pms2" "Pms2" "Pms2"
"11353" "Six4" "Six4" "Six4"
"11354" "Hgs" "Hgs" "Hgs"
"11355" "Neu1" "Neu1" "Neu1"
"11356" "Magee1" "Magee1" "Magee1"
"11357" "Tmem126b" "Tmem126b" "Tmem126b"
"11358" "Tmem74" "Tmem74" "Tmem74"
"11359" "Fgf16" "Fgf16" "Fgf16"
"11360" "Capn1" "Capn1" "Capn1"
"11361" "Igfbp4" "Igfbp4" "Igfbp4"
"11362" "Foxn4" "Foxn4" "Foxn4"
"11363" "App" "App" "App"
"11364" "Trhr" "Trhr" "Trhr"
"11365" "Chchd7" "Chchd7" "Chchd7"
"11366" "Spop" "Spop" "Spop"
"11367" "St14" "St14" "St14"
"11368" "Hdac6" "Hdac6" "Hdac6"
"11369" "Cyp11a1" "Cyp11a1" "Cyp11a1"
"11370" "Mnat1" "Mnat1" "Mnat1"
"11371" "Nos3" "Nos3" "Nos3"
"11372" "Mrgprx1" "Mrgprx1" "Mrgprx1"
"11373" "Lrrc48" "Lrrc48" "Lrrc48"
"11374" "Rdh7" "Rdh7" "Rdh7"
"11375" "F11" "F11" "F11"
"11376" "Hspa1a" "Hspa1a" "Hspa1a"
"11377" "Otub2" "Otub2" "Otub2"
"11378" "Nudcd1" "Nudcd1" "Nudcd1"
"11379" "Ffar2" "Ffar2" "Ffar2"
"11380" "Hspa1l" "Hspa1l" "Hspa1l"
"11381" "Rest" "Rest" "Rest"
"11382" "Trmt5" "Trmt5" "Trmt5"
"11383" "Ffar1" "Ffar1" "Ffar1"
"11384" "Atrx" "Atrx" "Atrx"
"11385" "Ddx24" "Ddx24" "Ddx24"
"11386" "Syvn1" "Syvn1" "Syvn1"
"11387" "Stxbp2" "Stxbp2" "Stxbp2"
"11388" "Lsm2" "Lsm2" "Lsm2"
"11389" "Atpaf2" "Atpaf2" "Atpaf2"
"11390" "Tex10" "Tex10" "Tex10"
"11391" "Dos" "Dos" "Dos"
"11392" "Cd22" "Cd22" "Cd22"
"11393" "Cgn" "Cgn" "Cgn"
"11394" "Ramp2" "Ramp2" "Ramp2"
"11395" "Bcl11a" "Bcl11a" "Bcl11a"
"11396" "Tle6" "Tle6" "Tle6"
"11397" "Slc43a2" "Slc43a2" "Slc43a2"
"11398" "Cyyr1" "Cyyr1" "Cyyr1"
"11399" "Aph1c" "Aph1c" "Aph1c"
"11400" "Creb3l2" "Creb3l2" "Creb3l2"
"11401" "Olfr1366" "Olfr1366" "Olfr1366"
"11402" "E030030I06Rik" "E030030I06Rik" "E030030I06Rik"
"11403" "Olfr1362" "Olfr1362" "Olfr1362"
"11404" "Adamts1" "Adamts1" "Adamts1"
"11405" "Eny2" "Eny2" "Eny2"
"11406" "Olfr1361" "Olfr1361" "Olfr1361"
"11407" "Csnk1g3" "Csnk1g3" "Csnk1g3"
"11408" "1700123O20Rik" "1700123O20Rik" "1700123O20Rik"
"11409" "Gm11808" "Uba52" "Gm11808"
"11410" "Mrgprb5" "Mrgprb5" "Mrgprb5"
"11411" "Slc1a1" "Slc1a1" "Slc1a1"
"11412" "Cebpe" "Cebpe" "Cebpe"
"11413" "Tmem174" "Tmem174" "Tmem174"
"11414" "Mrgprb4" "Mrgprb4" "Mrgprb4"
"11415" "Drg2" "Drg2" "Drg2"
"11416" "Mrgprb8" "Mrgprb8" "Mrgprb8"
"11417" "Rab8b" "Rab8b" "Rab8b"
"11418" "Tmem171" "Tmem171" "Tmem171"
"11419" "Trim59" "Trim59" "Trim59"
"11420" "Adamts5" "Adamts5" "Adamts5"
"11421" "Mrgprb1" "Mrgprb1" "Mrgprb1"
"11422" "Klkb1" "Klkb1" "Klkb1"
"11423" "Zfp608" "Zfp608" "Zfp608"
"11424" "Pmpca" "Pmpca" "Pmpca"
"11425" "Pam" "Pam" "Pam"
"11426" "Hapln4" "Hapln4" "Hapln4"
"11427" "Mrgprb2" "Mrgprb2" "Mrgprb2"
"11428" "Tmem56" "Tmem56" "Tmem56"
"11429" "St7" "St7" "St7"
"11430" "Tmc8" "Tmc8" "Tmc8"
"11431" "Txn2" "Txn2" "Txn2"
"11432" "Ifitm5" "Ifitm5" "Ifitm5"
"11433" "Gramd3" "Gramd3" "Gramd3"
"11434" "Fancl" "Fancl" "Fancl"
"11435" "Polr2b" "Polr2b" "Polr2b"
"11436" "Ifitm1" "Ifitm1" "Ifitm1"
"11437" "Pitpna" "Pitpna" "Pitpna"
"11438" "Mag" "Mag" "Mag"
"11439" "Vps25" "Vps25" "Vps25"
"11440" "Ifitm3" "Ifitm3" "Ifitm3"
"11441" "Rps27l" "Rps27l" "Rps27l"
"11442" "Gstm3" "Gstm3" "Gstm3"
"11443" "Hps3" "Hps3" "Hps3"
"11444" "Ifitm6" "Ifitm6" "Ifitm6"
"11445" "Fcho2" "Fcho2" "Fcho2"
"11446" "4430402I18Rik" "4430402I18Rik" "4430402I18Rik"
"11447" "Plekhm1" "Plekhm1" "Plekhm1"
"11448" "Tyro3" "Tyro3" "Tyro3"
"11449" "Nedd9" "Nedd9" "Nedd9"
"11450" "Cox7b" "Cox7b" "Cox7b"
"11451" "Rab14" "Rab14" "Rab14"
"11452" "Pkhd1l1" "Pkhd1l1" "Pkhd1l1"
"11453" "Vrk2" "Vrk2" "Vrk2"
"11454" "Xylb" "Xylb" "Xylb"
"11455" "Tns4" "Tns4" "Tns4"
"11456" "Arhgef16" "Arhgef16" "Arhgef16"
"11457" "Vps26a" "Vps26a" "Vps26a"
"11458" "Dgkz" "Dgkz" "Dgkz"
"11459" "Kpna4" "Kpna4" "Kpna4"
"11460" "Aldh7a1" "Aldh7a1" "Aldh7a1"
"11461" "Impad1" "Impad1" "Impad1"
"11462" "Slco6d1" "Slco6d1" "Slco6d1"
"11463" "Morc2a" "Morc2a" "Morc2a"
"11464" "Atp7a" "Atp7a" "Atp7a"
"11465" "Rfxank" "Rfxank" "Rfxank"
"11466" "Pkp3" "Pkp3" "Pkp3"
"11467" "B4galt2" "B4galt2" "B4galt2"
"11468" "Cdc37l1" "Cdc37l1" "Cdc37l1"
"11469" "Usp16" "Usp16" "Usp16"
"11470" "Hist1h2ai" "Hist1h2ac" "Hist1h2ai"
"11471" "Hist1h2ai" "Hist1h2ag" "Hist1h2ai"
"11472" "Tmem30b" "Tmem30b" "Tmem30b"
"11473" "Scn7a" "Scn7a" "Scn7a"
"11474" "Cap1" "Cap1" "Cap1"
"11475" "Lactb" "Lactb" "Lactb"
"11476" "Tmem40" "Tmem40" "Tmem40"
"11477" "Gm884" "Gm884" "Gm884"
"11478" "Hamp2" "Hamp2" "Hamp2"
"11479" "Ccr7" "Ccr7" "Ccr7"
"11480" "Ocm" "Ocm" "Ocm"
"11481" "Hist1h4j" "Hist1h4i" "Hist1h4j"
"11482" "Emg1" "Emg1" "Emg1"
"11483" "Myct1" "Myct1" "Myct1"
"11484" "Prkch" "Prkch" "Prkch"
"11485" "Lyzl6" "Lyzl6" "Lyzl6"
"11486" "Tlr13" "Tlr13" "Tlr13"
"11487" "Sigirr" "Sigirr" "Sigirr"
"11488" "Gstm2" "Gstm2" "Gstm2"
"11489" "Smarce1" "Smarce1" "Smarce1"
"11490" "Tlr12" "Tlr12" "Tlr12"
"11491" "Lmtk2" "Lmtk2" "Lmtk2"
"11492" "Ankrd42" "Ankrd42" "Ankrd42"
"11493" "Cyp4v3" "Cyp4v3" "Cyp4v3"
"11494" "Foxred2" "Foxred2" "Foxred2"
"11495" "Alg14" "Alg14" "Alg14"
"11496" "Pgk1" "Pgk1" "Pgk1"
"11497" "Tmeff1" "Tmeff1" "Tmeff1"
"11498" "Vip" "Vip" "Vip"
"11499" "Dnase1l3" "Dnase1l3" "Dnase1l3"
"11500" "Cnn3" "Cnn3" "Cnn3"
"11501" "Usf2" "Usf2" "Usf2"
"11502" "Gtf2f2" "Gtf2f2" "Gtf2f2"
"11503" "Msto1" "Msto1" "Msto1"
"11504" "Ak3" "Ak3" "Ak3"
"11505" "Kctd4" "Kctd4" "Kctd4"
"11506" "Hist1h4k" "Hist1h4i" "Hist1h4k"
"11507" "Ldlrad2" "Ldlrad2" "Ldlrad2"
"11508" "Cand2" "Cand2" "Cand2"
"11509" "Dbn1" "Dbn1" "Dbn1"
"11510" "Rcl1" "Rcl1" "Rcl1"
"11511" "Nxph3" "Nxph3" "Nxph3"
"11512" "Taf9b" "Taf9b" "Taf9b"
"11513" "Abhd6" "Abhd6" "Abhd6"
"11514" "Pogz" "Pogz" "Pogz"
"11515" "Hivep1" "Hivep1" "Hivep1"
"11516" "Hif1a" "Hif1a" "Hif1a"
"11517" "Myo15" "Myo15" "Myo15"
"11518" "Fbxo5" "Fbxo5" "Fbxo5"
"11519" "Cct8" "Cct8" "Cct8"
"11520" "Sirt6" "Sirt6" "Sirt6"
"11521" "Ngfr" "Ngfr" "Ngfr"
"11522" "Cyp7a1" "Cyp7a1" "Cyp7a1"
"11523" "Atp5d" "Atp5d" "Atp5d"
"11524" "Ptdss2" "Ptdss2" "Ptdss2"
"11525" "Vgll2" "Vgll2" "Vgll2"
"11526" "Aplp2" "Aplp2" "Aplp2"
"11527" "Cacng2" "Cacng2" "Cacng2"
"11528" "Ebag9" "Ebag9" "Ebag9"
"11529" "Hist1h1b" "Hist1h1b" "Hist1h1b"
"11530" "Jak2" "Jak2" "Jak2"
"11531" "Slc2a12" "Slc2a12" "Slc2a12"
"11532" "Hist1h2an" "Hist1h2ac" "Hist1h2an"
"11533" "Hist1h2an" "Hist1h2ag" "Hist1h2an"
"11534" "Phc2" "Phc2" "Phc2"
"11535" "Serpina10" "Serpina10" "Serpina10"
"11536" "Gstm1" "Gstm1" "Gstm1"
"11537" "Edn1" "Edn1" "Edn1"
"11538" "Hist1h2bp" "Hist1h2bp" "Hist1h2bp"
"11539" "Lsr" "Lsr" "Lsr"
"11540" "Steap2" "Steap2" "Steap2"
"11541" "" "Arl14" "Arl14"
"11542" "6030468B19Rik" "6030468B19Rik" "6030468B19Rik"
"11543" "Inpp5e" "Inpp5e" "Inpp5e"
"11544" "1200011I18Rik" "1200011I18Rik" "1200011I18Rik"
"11545" "Ppm1l" "Ppm1l" "Ppm1l"
"11546" "Phb" "Phb" "Phb"
"11547" "Pvalb" "Pvalb" "Pvalb"
"11548" "Gata1" "Gata1" "Gata1"
"11549" "2510003E04Rik" "2510003E04Rik" "2510003E04Rik"
"11550" "Msh5" "Msh5" "Msh5"
"11551" "Kcnv1" "Kcnv1" "Kcnv1"
"11552" "Serpina6" "Serpina6" "Serpina6"
"11553" "Tbpl1" "Tbpl1" "Tbpl1"
"11554" "Pcf11" "Pcf11" "Pcf11"
"11555" "Bach1" "Bach1" "Bach1"
"11556" "Gsn" "Gsn" "Gsn"
"11557" "Cdh20" "Cdh20" "Cdh20"
"11558" "1700065I17Rik" "1700065I17Rik" "1700065I17Rik"
"11559" "Pcsk1" "Pcsk1" "Pcsk1"
"11560" "E130309F12Rik" "E130309F12Rik" "E130309F12Rik"
"11561" "Rab30" "Rab30" "Rab30"
"11562" "Alkbh5" "Alkbh5" "Alkbh5"
"11563" "Cysltr1" "Cysltr1" "Cysltr1"
"11564" "Rnf152" "Rnf152" "Rnf152"
"11565" "Phactr1" "Phactr1" "Phactr1"
"11566" "Ncf4" "Ncf4" "Ncf4"
"11567" "Insl6" "Insl6" "Insl6"
"11568" "Hist1h2ao" "Hist1h2ac" "Hist1h2ao"
"11569" "Hist1h2ao" "Hist1h2ag" "Hist1h2ao"
"11570" "Lmnb1" "Lmnb1" "Lmnb1"
"11571" "Suv39h1" "Suv39h1" "Suv39h1"
"11572" "Kcnq2" "Kcnq2" "Kcnq2"
"11573" "Hist1h4m" "Hist1h4i" "Hist1h4m"
"11574" "Grik1" "Grik1" "Grik1"
"11575" "Wnk4" "Wnk4" "Wnk4"
"11576" "Clic1" "Clic1" "Clic1"
"11577" "Hist1h4n" "Hist1h4i" "Hist1h4n"
"11578" "Pign" "Pign" "Pign"
"11579" "4632434I11Rik" "4632434I11Rik" "4632434I11Rik"
"11580" "Zcchc5" "Zcchc5" "Zcchc5"
"11581" "Gosr2" "Gosr2" "Gosr2"
"11582" "Hist1h2ap" "Hist1h2ac" "Hist1h2ap"
"11583" "Hist1h2ap" "Hist1h2ag" "Hist1h2ap"
"11584" "Rln1" "Rln1" "Rln1"
"11585" "Cldn17" "Cldn17" "Cldn17"
"11586" "Cldn8" "Cldn8" "Cldn8"
"11587" "Prcp" "Prcp" "Prcp"
"11588" "2310079G19Rik" "2310079G19Rik" "2310079G19Rik"
"11589" "Usp48" "Usp48" "Usp48"
"11590" "Ddit4l" "Ddit4l" "Ddit4l"
"11591" "Rnh1" "Rnh1" "Rnh1"
"11592" "B3galnt1" "B3galnt1" "B3galnt1"
"11593" "March3" "March3" "March3"
"11594" "Mtrf1l" "Mtrf1l" "Mtrf1l"
"11595" "Llgl1" "Llgl1" "Llgl1"
"11596" "P2ry10" "P2ry10" "P2ry10"
"11597" "Krtap13-1" "Krtap13-1" "Krtap13-1"
"11598" "Syngr2" "Syngr2" "Syngr2"
"11599" "Krtap13" "Krtap13" "Krtap13"
"11600" "Ddah2" "Ddah2" "Ddah2"
"11601" "Krt222" "Krt222" "Krt222"
"11602" "Stra6" "Stra6" "Stra6"
"11603" "Ptpn20" "Ptpn20" "Ptpn20"
"11604" "Nmd3" "Nmd3" "Nmd3"
"11605" "Osbp2" "Osbp2" "Osbp2"
"11606" "Rpp14" "Rpp14" "Rpp14"
"11607" "A630033H20Rik" "A630033H20Rik" "A630033H20Rik"
"11608" "Hras1" "Hras1" "Hras1"
"11609" "2310035C23Rik" "2310035C23Rik" "2310035C23Rik"
"11610" "Ccdc85a" "Ccdc85a" "Ccdc85a"
"11611" "Krtap6-1" "Krtap6-1" "Krtap6-1"
"11612" "Gm10228" "Krtap6-1" "Gm10228"
"11613" "Ly6g6c" "Ly6g6c" "Ly6g6c"
"11614" "Tcf21" "Tcf21" "Tcf21"
"11615" "Zfp184" "Zfp184" "Zfp184"
"11616" "Midn" "Midn" "Midn"
"11617" "Gpr174" "Gpr174" "Gpr174"
"11618" "Nufip1" "Nufip1" "Nufip1"
"11619" "Fxyd5" "Fxyd5" "Fxyd5"
"11620" "1110025L11Rik" "Krtap6-1" "1110025L11Rik"
"11621" "Ddx21" "Ddx21" "Ddx21"
"11622" "Efemp1" "Efemp1" "Efemp1"
"11623" "Ly6g6d" "Ly6g6d" "Ly6g6d"
"11624" "Eya4" "Eya4" "Eya4"
"11625" "Bri3" "Bri3" "Bri3"
"11626" "Itm2a" "Itm2a" "Itm2a"
"11627" "Krtap21-1" "Krtap21-1" "Krtap21-1"
"11628" "Serpina1f" "Serpina1f" "Serpina1f"
"11629" "3110057O12Rik" "3110057O12Rik" "3110057O12Rik"
"11630" "Rps12" "Rps12" "Rps12"
"11631" "Ddx50" "Ddx50" "Ddx50"
"11632" "Ly6g6e" "Ly6g6e" "Ly6g6e"
"11633" "Ros1" "Ros1" "Ros1"
"11634" "Myo1c" "Myo1c" "Myo1c"
"11635" "Gstm4" "Gstm4" "Gstm4"
"11636" "Baiap2l1" "Baiap2l1" "Baiap2l1"
"11637" "C330018D20Rik" "C330018D20Rik" "C330018D20Rik"
"11638" "Serpina1b" "Serpina1b" "Serpina1b"
"11639" "Tbx22" "Tbx22" "Tbx22"
"11640" "Tpm1" "Tpm1" "Tpm1"
"11641" "Axin2" "Axin2" "Axin2"
"11642" "Wdr13" "Wdr13" "Wdr13"
"11643" "Pnpt1" "Pnpt1" "Pnpt1"
"11644" "Rpl32" "Rpl32" "Rpl32"
"11645" "Tnfrsf11a" "Tnfrsf11a" "Tnfrsf11a"
"11646" "Csf2rb2" "Csf2rb2" "Csf2rb2"
"11647" "Tsc22d1" "Tsc22d1" "Tsc22d1"
"11648" "Rgs17" "Rgs17" "Rgs17"
"11649" "Csmd3" "Csmd3" "Csmd3"
"11650" "Megf10" "Megf10" "Megf10"
"11651" "H2afz" "H2afz" "H2afz"
"11652" "Pxk" "Pxk" "Pxk"
"11653" "Mbd4" "Mbd4" "Mbd4"
"11654" "Serpina1d" "Serpina1d" "Serpina1d"
"11655" "2610002M06Rik" "2610002M06Rik" "2610002M06Rik"
"11656" "2610002M06Rik" "Chmp1b" "2610002M06Rik"
"11657" "Krt24" "Krt24" "Krt24"
"11658" "Neb" "Neb" "Neb"
"11659" "Zcchc2" "Zcchc2" "Zcchc2"
"11660" "Tm2d1" "Tm2d1" "Tm2d1"
"11661" "Stox1" "Stox1" "Stox1"
"11662" "Ly6g5c" "Ly6g5c" "Ly6g5c"
"11663" "Gdf10" "Gdf10" "Gdf10"
"11664" "Dok1" "Dok1" "Dok1"
"11665" "Ly6g5b" "Ly6g5b" "Ly6g5b"
"11666" "Prrc1" "Prrc1" "Prrc1"
"11667" "Psmb4" "Psmb4" "Psmb4"
"11668" "Pter" "Pter" "Pter"
"11669" "Myo1h" "Myo1h" "Myo1h"
"11670" "Fxyd7" "Fxyd7" "Fxyd7"
"11671" "Serpina1a" "Serpina1a" "Serpina1a"
"11672" "Serpina1a" "Serpina1d" "Serpina1a"
"11673" "Gm732" "Gm732" "Gm732"
"11674" "Wnt9b" "Wnt9b" "Wnt9b"
"11675" "Nptx2" "Nptx2" "Nptx2"
"11676" "Pdlim7" "Pdlim7" "Pdlim7"
"11677" "Fxyd1" "Fxyd1" "Fxyd1"
"11678" "Loxl3" "Loxl3" "Loxl3"
"11679" "Lrrc56" "Lrrc56" "Lrrc56"
"11680" "Tmem130" "Tmem130" "Tmem130"
"11681" "Plxnc1" "Plxnc1" "Plxnc1"
"11682" "Ell2" "Ell2" "Ell2"
"11683" "Wnt3" "Wnt3" "Wnt3"
"11684" "Retn" "Retn" "Retn"
"11685" "Tiam1" "Tiam1" "Tiam1"
"11686" "Phospho1" "Phospho1" "Phospho1"
"11687" "Atp6v0b" "Atp6v0b" "Atp6v0b"
"11688" "Zfp618" "Zfp618" "Zfp618"
"11689" "Vdr" "Vdr" "Vdr"
"11690" "Csnk2b" "Csnk2b" "Csnk2b"
"11691" "Serpina1e" "Serpina1e" "Serpina1e"
"11692" "Brwd3" "Brwd3" "Brwd3"
"11693" "Lgi4" "Lgi4" "Lgi4"
"11694" "Snapc1" "Snapc1" "Snapc1"
"11695" "4921536K21Rik" "4921536K21Rik" "4921536K21Rik"
"11696" "Cntd1" "Cntd1" "Cntd1"
"11697" "Gdf2" "Gdf2" "Gdf2"
"11698" "1600016N20Rik" "1600016N20Rik" "1600016N20Rik"
"11699" "Krt25" "Krt25" "Krt25"
"11700" "Syt16" "Syt16" "Syt16"
"11701" "Ccar1" "Ccar1" "Ccar1"
"11702" "Tmem106c" "Tmem106c" "Tmem106c"
"11703" "Rbp3" "Rbp3" "Rbp3"
"11704" "Abi3" "Abi3" "Abi3"
"11705" "Tk1" "Tk1" "Tk1"
"11706" "Htra2" "Htra2" "Htra2"
"11707" "Dbpht2" "Dbpht2" "Dbpht2"
"11708" "Slc12a2" "Slc12a2" "Slc12a2"
"11709" "Zfp488" "Zfp488" "Zfp488"
"11710" "Serpina11" "Serpina11" "Serpina11"
"11711" "Rassf7" "Rassf7" "Rassf7"
"11712" "Sulf1" "Sulf1" "Sulf1"
"11713" "Kcnh5" "Kcnh5" "Kcnh5"
"11714" "Pdcd1lg2" "Pdcd1lg2" "Pdcd1lg2"
"11715" "Tst" "Tst" "Tst"
"11716" "Slc44a3" "Slc44a3" "Slc44a3"
"11717" "Sod1" "Sod1" "Sod1"
"11718" "Prss16" "Prss16" "Prss16"
"11719" "Fxyd3" "Fxyd3" "Fxyd3"
"11720" "Sdcbp" "Sdcbp" "Sdcbp"
"11721" "Mpst" "Mpst" "Mpst"
"11722" "Selenbp1" "Selenbp1" "Selenbp1"
"11723" "Rhoj" "Rhoj" "Rhoj"
"11724" "Prdm10" "Prdm10" "Prdm10"
"11725" "Mga" "Mga" "Mga"
"11726" "Dusp18" "Dusp18" "Dusp18"
"11727" "D17H6S53E" "D17H6S53E" "D17H6S53E"
"11728" "Sh3bgrl" "Sh3bgrl" "Sh3bgrl"
"11729" "1810033B17Rik" "1810033B17Rik" "1810033B17Rik"
"11730" "Slco5a1" "Slco5a1" "Slco5a1"
"11731" "Dap3" "Dap3" "Dap3"
"11732" "Arf4" "Arf4" "Arf4"
"11733" "Gphb5" "Gphb5" "Gphb5"
"11734" "1700024P04Rik" "1700024P04Rik" "1700024P04Rik"
"11735" "Becn1" "Becn1" "Becn1"
"11736" "Trappc5" "Trappc5" "Trappc5"
"11737" "Apom" "Apom" "Apom"
"11738" "Ppp2r5e" "Ppp2r5e" "Ppp2r5e"
"11739" "Zfp366" "Zfp366" "Zfp366"
"11740" "Baat" "Baat" "Baat"
"11741" "Ampd2" "Ampd2" "Ampd2"
"11742" "Cylc1" "Cylc1" "Cylc1"
"11743" "Fcer2a" "Fcer2a" "Fcer2a"
"11744" "Kctd17" "Kctd17" "Kctd17"
"11745" "C030046E11Rik" "C030046E11Rik" "C030046E11Rik"
"11746" "Mrpl12" "Mrpl12" "Mrpl12"
"11747" "Sgpp1" "Sgpp1" "Sgpp1"
"11748" "Hunk" "Hunk" "Hunk"
"11749" "Rbm3" "Rbm3" "Rbm3"
"11750" "Phb2" "Phb2" "Phb2"
"11751" "Fbn2" "Fbn2" "Fbn2"
"11752" "Steap1" "Steap1" "Steap1"
"11753" "Gngt2" "Gngt2" "Gngt2"
"11754" "Slc35e4" "Slc35e4" "Slc35e4"
"11755" "Mrpl50" "Mrpl50" "Mrpl50"
"11756" "Serpina9" "Serpina9" "Serpina9"
"11757" "Tlr3" "Tlr3" "Tlr3"
"11758" "Mrap" "Mrap" "Mrap"
"11759" "Prdm14" "Prdm14" "Prdm14"
"11760" "Cirbp" "Cirbp" "Cirbp"
"11761" "Ptcd2" "Ptcd2" "Ptcd2"
"11762" "Nsmaf" "Nsmaf" "Nsmaf"
"11763" "Col2a1" "Col2a1" "Col2a1"
"11764" "Zfp189" "Zfp189" "Zfp189"
"11765" "Nars2" "Nars2" "Nars2"
"11766" "Hist1h4i" "Hist1h4i" "Hist1h4i"
"11767" "Hist1h2ag" "Hist1h2ac" "Hist1h2ag"
"11768" "Hist1h2ag" "Hist1h2ag" "Hist1h2ag"
"11769" "2310045N01Rik" "Mef2b" "2310045N01Rik"
"11770" "2310045N01Rik" "2310045N01Rik" "2310045N01Rik"
"11771" "Aldob" "Aldob" "Aldob"
"11772" "Hpn" "Hpn" "Hpn"
"11773" "Nfrkb" "Nfrkb" "Nfrkb"
"11774" "1600002K03Rik" "1600002K03Rik" "1600002K03Rik"
"11775" "Rgs9" "Rgs9" "Rgs9"
"11776" "Tcn2" "Tcn2" "Tcn2"
"11777" "Vnn3" "Vnn3" "Vnn3"
"11778" "Dph2" "Dph2" "Dph2"
"11779" "Rps6ka6" "Rps6ka6" "Rps6ka6"
"11780" "Slc25a10" "Slc25a10" "Slc25a10"
"11781" "Vnn1" "Vnn1" "Vnn1"
"11782" "Slc27a6" "Slc27a6" "Slc27a6"
"11783" "B4galnt2" "B4galnt2" "B4galnt2"
"11784" "Efna2" "Efna2" "Efna2"
"11785" "Taar1" "Taar1" "Taar1"
"11786" "Crk" "Crk" "Crk"
"11787" "Serpina12" "Serpina12" "Serpina12"
"11788" "Ncoa2" "Ncoa2" "Ncoa2"
"11789" "Taar2" "Taar2" "Taar2"
"11790" "Ift122" "Ift122" "Ift122"
"11791" "Oprm1" "Oprm1" "Oprm1"
"11792" "Aup1" "Aup1" "Aup1"
"11793" "Isoc1" "Isoc1" "Isoc1"
"11794" "Taar3" "Taar3" "Taar3"
"11795" "Trrap" "Trrap" "Trrap"
"11796" "Stom" "Stom" "Stom"
"11797" "Serpina5" "Serpina5" "Serpina5"
"11798" "Taar4" "Taar4" "Taar4"
"11799" "Mrps27" "Mrps27" "Mrps27"
"11800" "Lphn3" "Lphn3" "Lphn3"
"11801" "Taar5" "Taar5" "Taar5"
"11802" "Taar6" "Taar6" "Taar6"
"11803" "Gab2" "Gab2" "Gab2"
"11804" "Adamts19" "Adamts19" "Adamts19"
"11805" "F3" "F3" "F3"
"11806" "Ccdc122" "Ccdc122" "Ccdc122"
"11807" "Tmprss6" "Tmprss6" "Tmprss6"
"11808" "Gyg" "Gyg" "Gyg"
"11809" "Tox" "Tox" "Tox"
"11810" "Scn1b" "Scn1b" "Scn1b"
"11811" "Dqx1" "Dqx1" "Dqx1"
"11812" "1110004E09Rik" "1110004E09Rik" "1110004E09Rik"
"11813" "Irf7" "Irf7" "Irf7"
"11814" "Serpina3a" "Serpina3a" "Serpina3a"
"11815" "Mum1" "Mum1" "Mum1"
"11816" "Abcd3" "Abcd3" "Abcd3"
"11817" "Serpina3b" "Serpina3b" "Serpina3b"
"11818" "Igf2bp1" "Igf2bp1" "Igf2bp1"
"11819" "Gramd1a" "Gramd1a" "Gramd1a"
"11820" "Mlana" "Mlana" "Mlana"
"11821" "Serpina3c" "Serpina3c" "Serpina3c"
"11822" "Glrx" "Glrx" "Glrx"
"11823" "Alg8" "Alg8" "Alg8"
"11824" "Ywhae" "Ywhae" "Ywhae"
"11825" "Ambp" "Ambp" "Ambp"
"11826" "Il2rb" "Il2rb" "Il2rb"
"11827" "Nfib" "Nfib" "Nfib"
"11828" "Pdhb" "Pdhb" "Pdhb"
"11829" "Ube3b" "Ube3b" "Ube3b"
"11830" "Birc5" "Birc5" "Birc5"
"11831" "Tex16" "Tex16" "Tex16"
"11832" "A730017C20Rik" "A730017C20Rik" "A730017C20Rik"
"11833" "Pcgf1" "Pcgf1" "Pcgf1"
"11834" "Nsf" "Nsf" "Nsf"
"11835" "Car8" "Car8" "Car8"
"11836" "Tbc1d7" "Tbc1d7" "Tbc1d7"
"11837" "Bcl2" "Bcl2" "Bcl2"
"11838" "Cpa3" "Cpa3" "Cpa3"
"11839" "Kctd6" "Kctd6" "Kctd6"
"11840" "Serpina3f" "Serpina3f" "Serpina3f"
"11841" "4933403O08Rik" "4933403O08Rik" "4933403O08Rik"
"11842" "Ebp" "Ebp" "Ebp"
"11843" "Ccdc104" "Ccdc104" "Ccdc104"
"11844" "Syne2" "Syne2" "Syne2"
"11845" "C1qtnf6" "C1qtnf6" "C1qtnf6"
"11846" "Clec4g" "Clec4g" "Clec4g"
"11847" "Ipo13" "Ipo13" "Ipo13"
"11848" "Rsu1" "Rsu1" "Rsu1"
"11849" "Dnahc12" "Dnahc12" "Dnahc12"
"11850" "Synj1" "Synj1" "Synj1"
"11851" "Rfx5" "Rfx5" "Rfx5"
"11852" "Vps4b" "Vps4b" "Vps4b"
"11853" "Prdm16" "Prdm16" "Prdm16"
"11854" "Iigp1" "Iigp1" "Iigp1"
"11855" "Doc2b" "Doc2b" "Doc2b"
"11856" "Satl1" "Satl1" "Satl1"
"11857" "9930021J03Rik" "9930021J03Rik" "9930021J03Rik"
"11858" "Dok3" "Dok3" "Dok3"
"11859" "Pes1" "Pes1" "Pes1"
"11860" "Krt26" "Krt26" "Krt26"
"11861" "Tram1" "Tram1" "Tram1"
"11862" "2010106E10Rik" "2010106E10Rik" "2010106E10Rik"
"11863" "Rhobtb3" "Rhobtb3" "Rhobtb3"
"11864" "Dctn4" "Dctn4" "Dctn4"
"11865" "Ranbp6" "Ranbp6" "Ranbp6"
"11866" "Lactb2" "Lactb2" "Lactb2"
"11867" "Rnf20" "Rnf20" "Rnf20"
"11868" "Serpinb5" "Serpinb5" "Serpinb5"
"11869" "Gfod1" "Gfod1" "Gfod1"
"11870" "Xkr9" "Xkr9" "Xkr9"
